district,crop_type,season,rainfall_mm,temperature_c,reservoir_level,population_density,irrigated_area_ha,groundwater_depth_m,soil_moisture_index,evapotranspiration_mm,industrial_usage_mcm,water_demand_mcm
Kallakurichi,Vegetables,Kharif (Jun-Oct),1469.2,33.1,0.487,351.0,9720.0,47.7,0.776,12.0,3.97,505.73
Ranipet,Vegetables,Zaid (Apr-May),286.3,33.8,0.333,730.0,14475.0,48.7,0.363,12.0,1.34,1670.0
Theni,Vegetables,Kharif (Jun-Oct),1336.5,31.0,0.564,397.0,1706.0,31.5,0.722,12.0,3.77,111.47
Virudhunagar,Vegetables,Zaid (Apr-May),219.9,41.3,0.539,463.0,10669.0,52.2,0.387,12.0,3.31,1107.82
Chengalpattu,Sugarcane,Year-round,1300.9,29.8,0.638,1121.0,4102.0,22.0,0.708,12.0,3.9,675.51
Tirunelveli,Turmeric,Kharif (Jun-Oct),889.8,30.0,0.468,497.0,7475.0,38.8,0.596,12.0,2.27,531.31
Dharmapuri,Paddy (Kuruvai),Rabi (Nov-Mar),636.6,27.0,0.564,334.0,14838.0,67.7,0.448,12.0,2.44,2353.39
Tirupattur,Cotton,Zaid (Apr-May),237.0,37.1,0.622,452.0,4927.0,42.4,0.332,12.0,1.24,589.87
Vellore,Paddy (Kuruvai),Kharif (Jun-Oct),1589.0,32.1,0.479,758.0,747.0,20.3,0.825,12.0,3.47,121.62
Nilgiris,Onion,Zaid (Apr-May),797.9,35.6,0.499,224.0,4321.0,80.0,0.483,12.0,4.85,375.78
Kanchipuram,Coconut,Rabi (Nov-Mar),916.1,27.3,0.777,1076.0,7497.0,34.0,0.581,12.0,2.23,724.91
Tiruchirappalli,Vegetables,Zaid (Apr-May),378.3,38.0,0.647,731.0,5702.0,44.7,0.378,12.0,0.25,499.47
Tiruchirappalli,Tapioca,Year-round,959.0,32.3,0.734,781.0,2663.0,40.7,0.55,12.0,4.06,171.09
Dindigul,Groundnut,Kharif (Jun-Oct),1248.0,30.4,0.703,394.0,3125.0,53.8,0.714,12.0,2.82,117.65
Virudhunagar,Vegetables,Year-round,630.3,28.9,0.634,511.0,4183.0,80.0,0.381,12.0,2.38,214.32
Ramanathapuram,Maize,Zaid (Apr-May),82.9,40.7,0.496,272.0,12660.0,58.8,0.399,12.0,2.54,1438.42
Tirupathur,Pulses,Year-round,910.4,31.5,0.556,458.0,1537.0,39.7,0.579,12.0,0.83,68.48
Salem,Cotton,Year-round,880.3,28.4,0.38,649.0,956.0,33.3,0.561,12.0,3.04,59.73
Villupuram,Onion,Rabi (Nov-Mar),802.7,27.5,0.296,407.0,1403.0,62.6,0.576,12.0,1.24,91.31
Villupuram,Onion,Rabi (Nov-Mar),643.0,25.5,0.282,393.0,13874.0,34.8,0.488,12.0,3.04,993.93
Kallakurichi,Sugarcane,Rabi (Nov-Mar),683.6,26.2,0.362,410.0,2566.0,80.0,0.512,12.0,0.15,613.14
Kallakurichi,Sugarcane,Rabi (Nov-Mar),796.7,28.3,0.396,395.0,4168.0,38.4,0.517,12.0,1.23,820.65
Tirupathur,Millets,Zaid (Apr-May),238.3,35.7,0.393,455.0,12789.0,60.4,0.405,12.0,0.34,810.87
Theni,Paddy (Samba),Year-round,1095.6,32.9,0.358,395.0,9606.0,28.8,0.717,12.0,2.58,1442.35
Tirupur,Tapioca,Kharif (Jun-Oct),1106.1,29.0,0.531,900.0,7896.0,64.1,0.711,12.0,4.36,516.4
Chennai,Sugarcane,Kharif (Jun-Oct),1993.1,32.6,0.604,26503.0,3044.0,22.9,0.95,12.0,10.02,991.53
Erode,Sugarcane,Zaid (Apr-May),102.3,35.5,0.689,518.0,6425.0,80.0,0.305,12.0,4.31,2271.83
Tiruchirappalli,Turmeric,Zaid (Apr-May),202.0,40.0,0.565,802.0,6263.0,50.6,0.371,12.0,1.59,904.51
Thanjavur,Cotton,Rabi (Nov-Mar),712.0,24.6,0.911,656.0,12308.0,69.4,0.503,11.99,1.32,921.68
Tiruchirappalli,Paddy (Kuruvai),Year-round,839.1,27.1,0.636,766.0,12731.0,80.0,0.714,12.0,1.45,1423.87
Krishnagiri,Mango,Rabi (Nov-Mar),892.8,27.1,0.464,322.0,14905.0,71.1,0.583,12.0,1.41,916.59
Nilgiris,Turmeric,Kharif (Jun-Oct),3463.3,32.2,0.724,281.0,3724.0,4.2,0.95,12.0,2.7,267.33
Kallakurichi,Turmeric,Kharif (Jun-Oct),1306.4,29.5,0.558,368.0,3196.0,22.1,0.817,12.0,2.21,225.04
Tirupattur,Tomato,Kharif (Jun-Oct),1489.6,32.3,0.897,440.0,6601.0,53.9,0.775,12.0,4.66,334.76
Tiruvannamalai,Coconut,Rabi (Nov-Mar),817.6,25.5,0.823,507.0,7038.0,43.2,0.523,12.0,1.83,574.04
Tirupattur,Mango,Year-round,865.6,28.8,0.743,483.0,1030.0,31.2,0.543,12.0,2.62,42.35
Namakkal,Mango,Year-round,787.0,31.0,0.379,572.0,12051.0,29.4,0.594,12.0,1.86,660.5
Tirunelveli,Pulses,Zaid (Apr-May),141.3,39.4,0.284,447.0,4037.0,75.4,0.31,12.0,4.58,349.88
Virudhunagar,Millets,Zaid (Apr-May),210.7,39.8,0.524,496.0,12836.0,80.0,0.297,12.0,3.04,753.06
Chennai,Sugarcane,Zaid (Apr-May),433.6,36.7,0.311,26545.0,2024.0,43.8,0.402,12.0,10.81,1262.3
Tenkasi,Turmeric,Rabi (Nov-Mar),854.9,22.9,0.897,386.0,10991.0,77.7,0.561,11.6,4.91,910.94
Ariyalur,Sugarcane,Year-round,1073.8,30.3,0.776,220.0,8200.0,56.1,0.63,12.0,1.35,1244.34
Villupuram,Onion,Kharif (Jun-Oct),1611.3,34.3,0.487,461.0,5778.0,17.0,0.904,12.0,4.38,271.8
Chennai,Sugarcane,Rabi (Nov-Mar),1118.2,27.7,0.54,26570.0,2816.0,74.6,0.726,12.0,9.07,1055.47
Thoothukudi,Paddy (Samba),Rabi (Nov-Mar),385.4,28.7,0.509,465.0,9721.0,76.7,0.376,12.0,0.84,1989.17
Salem,Pulses,Kharif (Jun-Oct),1325.3,32.0,0.524,676.0,6517.0,68.9,0.665,12.0,3.03,227.94
Tirupattur,Banana,Year-round,929.2,27.5,0.883,458.0,7975.0,33.6,0.61,12.0,0.86,750.28
Thoothukudi,Sugarcane,Year-round,490.5,26.7,0.689,495.0,12570.0,54.2,0.48,12.0,2.86,2211.03
Thanjavur,Maize,Zaid (Apr-May),421.7,35.7,0.736,701.0,13555.0,56.1,0.488,12.0,4.7,1171.3
Tirupathur,Tomato,Year-round,972.0,28.6,0.583,521.0,13980.0,38.9,0.635,12.0,3.49,767.26
Mayiladuthurai,Turmeric,Year-round,1213.7,31.8,0.907,612.0,9303.0,68.4,0.664,12.0,5.11,616.15
Tiruvannamalai,Pulses,Kharif (Jun-Oct),1337.9,32.2,0.949,562.0,4055.0,34.3,0.748,12.0,2.27,112.42
Kallakurichi,Maize,Year-round,1000.0,34.1,0.474,366.0,12299.0,40.5,0.526,12.0,1.87,608.51
Cuddalore,Coconut,Rabi (Nov-Mar),999.9,25.1,0.36,588.0,13967.0,41.3,0.609,12.0,1.07,1313.65
Dindigul,Sugarcane,Year-round,779.5,29.0,0.747,361.0,5833.0,75.5,0.563,12.0,2.17,857.06
Tirupathur,Coconut,Rabi (Nov-Mar),608.0,27.3,0.507,508.0,6436.0,78.9,0.516,12.0,4.26,678.52
Ranipet,Paddy (Samba),Rabi (Nov-Mar),804.4,25.6,0.466,766.0,2793.0,52.6,0.629,11.84,0.85,516.4
Tiruchirappalli,Tapioca,Rabi (Nov-Mar),587.0,28.4,0.59,778.0,6252.0,60.9,0.492,12.0,1.39,492.62
Dharmapuri,Groundnut,Zaid (Apr-May),216.0,35.6,0.428,343.0,7812.0,51.2,0.405,12.0,2.93,781.58
Chennai,Paddy (Samba),Rabi (Nov-Mar),818.5,22.5,0.441,26554.0,940.0,77.6,0.65,10.97,12.82,770.02
Ranipet,Paddy (Kuruvai),Kharif (Jun-Oct),1619.6,31.3,0.629,767.0,14444.0,45.9,0.95,12.0,1.48,1665.28
Dharmapuri,Onion,Zaid (Apr-May),207.4,42.5,0.481,373.0,10764.0,74.1,0.384,12.0,0.22,965.36
Nilgiris,Tapioca,Zaid (Apr-May),605.0,39.8,0.477,248.0,13962.0,78.3,0.45,12.0,3.66,1852.52
Ramanathapuram,Cotton,Kharif (Jun-Oct),1230.8,26.4,0.763,255.0,14615.0,72.2,0.654,12.0,3.85,802.38
Tirupathur,Millets,Year-round,900.4,28.7,0.65,511.0,14670.0,53.9,0.62,12.0,0.51,407.65
Kallakurichi,Turmeric,Zaid (Apr-May),371.0,38.3,0.274,305.0,13686.0,56.8,0.475,12.0,1.69,1975.74
Tirunelveli,Pulses,Rabi (Nov-Mar),335.5,25.8,0.335,425.0,1363.0,62.7,0.386,12.0,3.72,101.15
Nagapattinam,Paddy (Samba),Year-round,1253.1,29.3,0.71,544.0,6935.0,29.8,0.79,12.0,1.92,946.82
Erode,Pulses,Zaid (Apr-May),385.0,40.8,0.652,552.0,2389.0,80.0,0.414,12.0,3.3,134.21
Dindigul,Millets,Zaid (Apr-May),138.4,36.6,0.436,408.0,6250.0,80.0,0.316,12.0,1.08,419.97
Tenkasi,Banana,Zaid (Apr-May),357.6,37.9,0.751,446.0,3288.0,80.0,0.461,12.0,1.66,658.99
Sivaganga,Pulses,Year-round,963.2,30.2,0.418,391.0,4279.0,29.0,0.618,12.0,3.8,153.72
Tirupathur,Sugarcane,Kharif (Jun-Oct),1232.6,32.0,0.71,454.0,11170.0,36.7,0.722,12.0,2.7,1740.22
Thiruvarur,Coconut,Year-round,1054.2,32.6,0.8,450.0,3938.0,30.4,0.809,12.0,3.51,304.02
Kanchipuram,Pulses,Kharif (Jun-Oct),1903.8,34.7,0.931,1101.0,11674.0,18.9,0.863,12.0,2.39,358.61
Nilgiris,Sugarcane,Year-round,2418.0,31.7,0.596,276.0,13832.0,12.0,0.95,12.0,4.98,2209.38
Mayiladuthurai,Tomato,Year-round,1113.1,33.0,0.817,589.0,7389.0,34.0,0.759,12.0,4.2,372.52
Erode,Maize,Kharif (Jun-Oct),1276.2,35.2,0.899,534.0,5394.0,46.3,0.752,12.0,0.53,256.66
Pudukkottai,Onion,Rabi (Nov-Mar),677.0,26.3,0.392,312.0,4881.0,40.4,0.532,12.0,2.34,284.26
Tenkasi,Cotton,Year-round,1201.7,29.1,0.893,464.0,5673.0,59.3,0.733,12.0,0.7,290.47
Cuddalore,Sugarcane,Rabi (Nov-Mar),1027.4,25.6,0.455,626.0,8153.0,52.2,0.574,12.0,0.47,1538.49
Villupuram,Banana,Kharif (Jun-Oct),1547.6,33.4,0.545,483.0,2030.0,32.3,0.839,12.0,3.52,203.96
Virudhunagar,Pulses,Year-round,658.2,33.9,0.616,555.0,2281.0,46.0,0.559,12.0,3.57,79.45
Madurai,Onion,Year-round,887.1,30.0,0.76,1028.0,10748.0,38.7,0.554,12.0,4.28,398.88
Thiruvarur,Groundnut,Year-round,887.1,28.1,0.737,518.0,1577.0,54.0,0.551,12.0,1.71,87.89
Tenkasi,Paddy (Samba),Zaid (Apr-May),331.6,39.9,0.741,391.0,7521.0,80.0,0.392,12.0,3.75,2043.91
Kallakurichi,Tapioca,Year-round,955.8,30.6,0.356,444.0,8544.0,61.7,0.529,12.0,4.42,563.79
Thoothukudi,Tapioca,Kharif (Jun-Oct),984.2,31.8,0.665,464.0,12249.0,61.8,0.571,12.0,0.19,698.64
Mayiladuthurai,Coconut,Year-round,1131.3,25.9,0.805,585.0,6507.0,53.3,0.743,12.0,0.88,465.1
Erode,Sugarcane,Year-round,961.7,29.1,0.787,559.0,10603.0,32.9,0.615,12.0,1.47,1600.15
Dindigul,Paddy (Kuruvai),Rabi (Nov-Mar),547.8,26.2,0.611,398.0,13581.0,63.1,0.503,12.0,5.11,2099.25
Ariyalur,Paddy (Kuruvai),Rabi (Nov-Mar),510.0,24.3,0.504,315.0,2643.0,75.9,0.43,12.0,4.04,486.01
Ranipet,Tapioca,Year-round,1310.7,33.7,0.619,713.0,10054.0,65.8,0.759,12.0,1.49,604.28
Cuddalore,Maize,Kharif (Jun-Oct),1823.5,30.0,0.585,618.0,2324.0,9.8,0.899,12.0,3.75,127.02
Ariyalur,Tapioca,Kharif (Jun-Oct),1163.1,30.4,0.733,229.0,4546.0,62.2,0.685,12.0,0.67,289.8
Tirupathur,Paddy (Kuruvai),Kharif (Jun-Oct),1116.5,31.1,0.637,493.0,14324.0,68.3,0.615,12.0,4.5,1642.47
Tirunelveli,Millets,Zaid (Apr-May),219.6,36.6,0.305,449.0,1334.0,47.2,0.326,12.0,4.21,104.28
Theni,Mango,Zaid (Apr-May),213.2,40.8,0.233,379.0,13650.0,80.0,0.437,12.0,0.35,1606.32
Nilgiris,Coconut,Zaid (Apr-May),635.7,40.9,0.488,240.0,14361.0,45.7,0.519,12.0,2.12,2361.84
Nagapattinam,Sugarcane,Rabi (Nov-Mar),1003.4,25.9,0.66,568.0,6669.0,54.6,0.598,12.0,0.68,1300.33
Salem,Groundnut,Rabi (Nov-Mar),548.3,29.0,0.32,635.0,1365.0,51.6,0.458,12.0,2.51,88.04
Thoothukudi,Tapioca,Year-round,567.0,28.0,0.635,473.0,13300.0,79.0,0.493,12.0,1.62,792.3
Ranipet,Groundnut,Zaid (Apr-May),252.0,38.5,0.4,747.0,13649.0,73.5,0.378,12.0,4.81,1370.02
Tirupathur,Maize,Year-round,816.6,28.3,0.561,512.0,7859.0,33.8,0.487,12.0,4.31,378.31
Erode,Onion,Kharif (Jun-Oct),1111.0,33.8,0.902,532.0,4847.0,36.5,0.78,12.0,2.17,229.36
Krishnagiri,Tapioca,Rabi (Nov-Mar),798.4,25.4,0.497,371.0,14499.0,76.0,0.576,12.0,4.39,1179.17
Cuddalore,Pulses,Year-round,1263.9,31.6,0.422,655.0,3191.0,25.8,0.72,12.0,1.9,142.21
Tirupur,Turmeric,Year-round,799.2,29.0,0.4,869.0,4631.0,31.7,0.644,12.0,0.37,364.01
Tirupattur,Sugarcane,Year-round,902.8,31.4,0.769,439.0,4659.0,71.0,0.558,12.0,3.62,700.02
Thoothukudi,Coconut,Kharif (Jun-Oct),824.3,31.6,0.758,531.0,2444.0,64.9,0.537,12.0,0.32,186.96
Cuddalore,Millets,Rabi (Nov-Mar),846.0,24.1,0.414,625.0,5734.0,43.9,0.522,11.57,0.85,234.36
Cuddalore,Coconut,Zaid (Apr-May),378.0,43.2,0.379,624.0,11315.0,55.0,0.443,12.0,1.03,1852.47
Kanchipuram,Onion,Zaid (Apr-May),350.0,33.8,0.663,1059.0,2521.0,54.0,0.409,12.0,2.53,240.11
Sivaganga,Paddy (Samba),Rabi (Nov-Mar),563.7,23.9,0.239,407.0,9883.0,46.5,0.443,11.34,4.11,2012.33
Salem,Sugarcane,Zaid (Apr-May),156.8,38.5,0.177,603.0,8791.0,66.5,0.352,12.0,4.5,3447.04
Theni,Tomato,Rabi (Nov-Mar),660.5,24.4,0.244,443.0,4066.0,69.1,0.484,12.0,3.47,345.64
Thanjavur,Groundnut,Zaid (Apr-May),324.0,35.7,0.83,674.0,11442.0,65.6,0.318,12.0,0.59,972.7
Tirunelveli,Vegetables,Kharif (Jun-Oct),752.8,32.0,0.401,518.0,12203.0,44.6,0.448,12.0,1.01,666.48
Kanchipuram,Vegetables,Zaid (Apr-May),329.1,35.2,0.709,1112.0,12798.0,77.9,0.329,12.0,2.33,1319.38
Kallakurichi,Banana,Rabi (Nov-Mar),696.9,24.7,0.396,386.0,3212.0,48.1,0.555,11.83,1.12,474.69
Madurai,Coconut,Year-round,733.7,31.3,0.724,1036.0,5900.0,49.4,0.522,12.0,5.2,475.78
Virudhunagar,Maize,Rabi (Nov-Mar),467.7,25.7,0.603,530.0,13802.0,67.8,0.472,12.0,4.27,918.82
Erode,Vegetables,Kharif (Jun-Oct),963.6,35.7,0.868,581.0,13229.0,62.3,0.581,12.0,1.96,635.67
Krishnagiri,Onion,Rabi (Nov-Mar),671.1,26.4,0.42,370.0,13970.0,80.0,0.49,12.0,4.7,875.22
Thoothukudi,Tapioca,Zaid (Apr-May),249.1,37.4,0.431,448.0,5632.0,72.5,0.342,12.0,4.74,657.24
Chennai,Maize,Zaid (Apr-May),488.3,41.0,0.326,26570.0,12960.0,54.9,0.517,12.0,11.47,1833.78
Villupuram,Paddy (Kuruvai),Year-round,1165.8,29.8,0.314,460.0,7231.0,34.3,0.734,12.0,4.84,911.79
Ariyalur,Paddy (Kuruvai),Kharif (Jun-Oct),1348.6,33.7,0.752,274.0,8749.0,44.2,0.775,12.0,2.94,963.25
Sivaganga,Millets,Kharif (Jun-Oct),1167.4,33.7,0.343,355.0,4097.0,21.9,0.593,12.0,0.73,130.34
Tenkasi,Turmeric,Zaid (Apr-May),362.0,36.9,0.651,423.0,873.0,70.1,0.419,12.0,1.57,129.05
Nagapattinam,Maize,Rabi (Nov-Mar),953.3,28.5,0.662,513.0,5863.0,69.1,0.627,12.0,0.18,357.77
Dharmapuri,Tapioca,Rabi (Nov-Mar),619.2,25.9,0.527,285.0,12588.0,62.0,0.446,12.0,5.01,1111.38
Krishnagiri,Turmeric,Rabi (Nov-Mar),816.0,23.4,0.409,345.0,6606.0,73.2,0.528,11.85,2.25,588.08
Pudukkottai,Sugarcane,Kharif (Jun-Oct),1348.7,33.6,0.486,362.0,14243.0,30.7,0.805,12.0,2.87,2325.79
Mayiladuthurai,Vegetables,Zaid (Apr-May),306.5,34.5,0.719,565.0,6262.0,68.8,0.409,12.0,4.4,685.21
Krishnagiri,Turmeric,Zaid (Apr-May),390.9,38.3,0.493,380.0,9753.0,76.0,0.459,12.0,1.61,1340.28
Karur,Tapioca,Kharif (Jun-Oct),1046.8,32.9,0.501,427.0,2121.0,35.9,0.689,12.0,5.04,161.7
Thanjavur,Paddy (Kuruvai),Zaid (Apr-May),408.8,40.0,0.791,686.0,2795.0,40.0,0.409,12.0,0.51,557.34
Tirupattur,Onion,Rabi (Nov-Mar),636.2,26.0,0.722,442.0,8038.0,80.0,0.551,11.83,2.05,457.0
Krishnagiri,Maize,Kharif (Jun-Oct),1519.2,35.1,0.694,349.0,14439.0,37.6,0.858,12.0,2.07,683.96
Kanniyakumari,Paddy (Samba),Year-round,1726.8,28.8,0.462,1224.0,8571.0,55.1,0.885,12.0,2.67,1276.39
Ranipet,Paddy (Samba),Zaid (Apr-May),275.2,36.7,0.296,731.0,14415.0,41.8,0.423,12.0,1.63,4550.5
Virudhunagar,Millets,Kharif (Jun-Oct),1060.4,32.4,0.927,505.0,3256.0,64.9,0.74,12.0,4.32,108.1
Ranipet,Onion,Kharif (Jun-Oct),1538.5,31.9,0.514,755.0,7489.0,48.2,0.849,12.0,3.36,354.76
Tirupathur,Sugarcane,Rabi (Nov-Mar),517.3,26.1,0.487,541.0,4880.0,72.3,0.433,12.0,3.83,1239.02
Thoothukudi,Vegetables,Kharif (Jun-Oct),865.1,30.8,0.709,486.0,4780.0,70.4,0.579,12.0,3.64,249.86
Tirupattur,Tapioca,Year-round,963.0,27.8,0.816,476.0,14047.0,47.1,0.635,12.0,1.11,793.34
Tenkasi,Paddy (Samba),Year-round,1231.8,32.9,0.833,405.0,5314.0,73.6,0.743,12.0,4.1,672.73
Coimbatore,Pulses,Rabi (Nov-Mar),483.8,29.3,0.809,771.0,9903.0,52.6,0.434,12.0,1.27,384.2
Tirupathur,Mango,Kharif (Jun-Oct),1214.2,31.3,0.666,527.0,2029.0,36.5,0.703,12.0,4.91,130.07
Tiruchirappalli,Mango,Kharif (Jun-Oct),1035.5,29.3,0.763,750.0,2961.0,39.4,0.691,12.0,2.05,154.12
Tirupur,Tapioca,Kharif (Jun-Oct),1071.0,29.7,0.546,892.0,2950.0,50.2,0.738,12.0,2.81,219.03
Tirupathur,Banana,Year-round,816.6,27.4,0.537,516.0,7426.0,49.3,0.509,12.0,4.43,767.0
Tenkasi,Banana,Rabi (Nov-Mar),894.9,24.8,0.804,471.0,3148.0,27.5,0.581,12.0,2.55,378.41
Villupuram,Tapioca,Rabi (Nov-Mar),837.4,23.1,0.366,433.0,13447.0,70.1,0.535,11.96,3.78,1081.51
Nagapattinam,Cotton,Zaid (Apr-May),462.8,41.0,0.469,538.0,2834.0,79.5,0.476,12.0,2.03,340.02
Villupuram,Onion,Zaid (Apr-May),275.8,35.4,0.213,434.0,10829.0,80.0,0.325,12.0,3.17,1060.3
Tirupattur,Vegetables,Zaid (Apr-May),247.1,36.6,0.592,523.0,7208.0,73.5,0.373,12.0,2.4,762.28
Tirunelveli,Sugarcane,Kharif (Jun-Oct),756.2,34.5,0.436,518.0,6754.0,58.2,0.526,12.0,1.9,1147.53
Sivaganga,Banana,Rabi (Nov-Mar),720.0,26.0,0.279,317.0,4236.0,80.0,0.535,12.0,4.56,517.03
Pudukkottai,Groundnut,Zaid (Apr-May),230.5,35.1,0.216,282.0,11130.0,65.6,0.415,12.0,1.1,1154.48
Thiruvarur,Millets,Year-round,1207.2,28.3,0.809,536.0,4123.0,62.9,0.72,12.0,2.28,115.79
Tenkasi,Maize,Kharif (Jun-Oct),1581.1,31.3,0.969,425.0,2057.0,32.8,0.788,12.0,1.69,114.61
Villupuram,Sugarcane,Year-round,1130.1,31.7,0.464,463.0,7106.0,43.4,0.621,12.0,2.38,1204.15
Kanniyakumari,Onion,Year-round,1598.3,26.9,0.436,1123.0,14342.0,31.9,0.894,12.0,4.84,646.52
Tenkasi,Paddy (Samba),Kharif (Jun-Oct),1793.3,31.5,1.0,412.0,4248.0,15.1,0.838,12.0,2.37,516.04
Namakkal,Millets,Zaid (Apr-May),224.0,37.9,0.413,600.0,10178.0,50.7,0.37,12.0,4.05,639.53
Thiruvarur,Sugarcane,Kharif (Jun-Oct),1597.4,29.5,1.0,459.0,1407.0,23.5,0.847,12.0,1.16,209.06
Ramanathapuram,Maize,Rabi (Nov-Mar),474.9,25.1,0.611,190.0,7247.0,80.0,0.43,12.0,3.32,493.76
Erode,Coconut,Rabi (Nov-Mar),485.9,25.6,0.749,542.0,14392.0,80.0,0.473,12.0,2.96,1577.66
Perambalur,Maize,Year-round,772.9,27.6,0.525,249.0,1113.0,49.1,0.531,12.0,4.27,52.76
Pudukkottai,Vegetables,Rabi (Nov-Mar),682.4,27.2,0.202,307.0,8521.0,74.7,0.441,12.0,1.86,609.91
Dindigul,Maize,Rabi (Nov-Mar),675.3,26.2,0.712,405.0,13390.0,49.3,0.548,12.0,4.05,678.31
Madurai,Paddy (Samba),Zaid (Apr-May),398.7,35.7,0.634,1072.0,1426.0,80.0,0.472,12.0,4.46,376.04
Tirupur,Onion,Zaid (Apr-May),112.0,36.7,0.245,940.0,2256.0,67.0,0.347,12.0,4.18,237.43
Tirupattur,Sugarcane,Kharif (Jun-Oct),1274.2,27.7,0.847,469.0,8478.0,26.4,0.769,12.0,2.08,1259.36
Vellore,Maize,Zaid (Apr-May),224.8,34.2,0.143,806.0,13449.0,62.5,0.43,12.0,2.56,1569.49
Ariyalur,Tomato,Rabi (Nov-Mar),685.2,26.3,0.584,269.0,5995.0,33.6,0.526,12.0,3.08,419.1
Ariyalur,Pulses,Rabi (Nov-Mar),731.6,26.4,0.644,304.0,6891.0,53.6,0.53,12.0,1.21,255.81
Krishnagiri,Paddy (Kuruvai),Kharif (Jun-Oct),1527.1,32.2,0.597,358.0,2880.0,21.5,0.834,12.0,4.96,328.37
Kallakurichi,Pulses,Year-round,913.0,29.7,0.478,393.0,14183.0,80.0,0.599,12.0,3.98,475.29
Krishnagiri,Tapioca,Zaid (Apr-May),338.1,39.4,0.441,324.0,13931.0,55.9,0.399,12.0,1.64,1706.03
Salem,Tapioca,Kharif (Jun-Oct),1295.5,36.0,0.547,588.0,3937.0,68.1,0.733,12.0,0.27,245.8
Tirupattur,Cotton,Year-round,1103.2,29.5,0.81,490.0,6848.0,36.8,0.625,12.0,3.08,376.25
Villupuram,Sugarcane,Kharif (Jun-Oct),1520.0,32.9,0.328,433.0,6518.0,43.0,0.873,12.0,5.08,1116.96
Theni,Tomato,Kharif (Jun-Oct),1175.5,32.3,0.413,441.0,14195.0,53.9,0.653,12.0,0.88,833.9
Thiruvarur,Coconut,Kharif (Jun-Oct),1511.9,28.9,0.898,507.0,4398.0,42.1,0.689,12.0,3.87,319.48
Karur,Vegetables,Zaid (Apr-May),230.0,37.2,0.275,446.0,6679.0,57.5,0.328,12.0,1.16,737.13
Erode,Mango,Kharif (Jun-Oct),1114.4,32.2,0.859,551.0,5258.0,58.1,0.723,12.0,3.24,270.3
Thoothukudi,Mango,Rabi (Nov-Mar),387.0,26.6,0.557,442.0,14897.0,80.0,0.532,12.0,0.78,1110.77
Villupuram,Paddy (Kuruvai),Kharif (Jun-Oct),1519.9,32.3,0.418,459.0,9403.0,62.8,0.865,12.0,0.32,1133.64
Vellore,Mango,Kharif (Jun-Oct),1458.9,33.8,0.377,720.0,9626.0,67.9,0.831,12.0,0.39,564.23
Tiruchirappalli,Maize,Rabi (Nov-Mar),431.1,25.3,0.618,818.0,8421.0,70.6,0.472,12.0,3.93,664.64
Tirunelveli,Onion,Zaid (Apr-May),247.4,38.1,0.271,499.0,4956.0,57.4,0.487,12.0,2.35,426.68
Pudukkottai,Groundnut,Rabi (Nov-Mar),708.1,28.4,0.265,318.0,8576.0,48.2,0.433,12.0,1.31,490.52
Ranipet,Vegetables,Kharif (Jun-Oct),1467.9,29.1,0.598,735.0,5005.0,59.7,0.807,12.0,4.88,273.29
Chennai,Groundnut,Kharif (Jun-Oct),2031.5,30.4,0.595,26589.0,1711.0,28.8,0.95,12.0,9.75,570.41
Tirupathur,Maize,Kharif (Jun-Oct),1232.6,32.8,0.552,507.0,632.0,56.8,0.713,12.0,3.9,51.24
Nilgiris,Coconut,Year-round,2448.8,30.7,0.554,203.0,5624.0,40.4,0.95,12.0,4.45,442.1
Nilgiris,Paddy (Kuruvai),Zaid (Apr-May),632.7,35.0,0.46,244.0,2634.0,37.1,0.551,12.0,4.26,650.98
Tirupathur,Pulses,Zaid (Apr-May),323.0,38.6,0.489,516.0,10525.0,80.0,0.441,12.0,1.84,641.8
Theni,Tapioca,Zaid (Apr-May),225.5,39.8,0.253,362.0,13959.0,54.5,0.384,12.0,3.8,1955.92
Krishnagiri,Maize,Rabi (Nov-Mar),748.9,26.8,0.596,366.0,9167.0,38.1,0.502,12.0,0.19,593.27
Kallakurichi,Coconut,Rabi (Nov-Mar),679.0,28.1,0.497,380.0,12713.0,49.3,0.639,12.0,0.47,1366.79
Chengalpattu,Tapioca,Zaid (Apr-May),455.9,39.0,0.563,1101.0,9959.0,45.3,0.431,12.0,0.79,1165.42
Salem,Maize,Zaid (Apr-May),288.4,41.6,0.279,592.0,10501.0,80.0,0.378,12.0,3.92,1090.54
Salem,Mango,Year-round,913.3,29.1,0.344,659.0,5937.0,40.6,0.61,12.0,2.0,362.21
Theni,Paddy (Kuruvai),Rabi (Nov-Mar),601.9,27.3,0.256,388.0,10425.0,53.5,0.472,12.0,5.07,1832.86
Kanniyakumari,Paddy (Kuruvai),Rabi (Nov-Mar),1165.8,25.8,0.475,1104.0,6980.0,44.7,0.648,12.0,2.79,1084.01
Kallakurichi,Sugarcane,Zaid (Apr-May),419.9,37.5,0.394,311.0,10480.0,80.0,0.464,12.0,3.55,3186.1
Coimbatore,Onion,Zaid (Apr-May),189.7,41.4,0.783,716.0,13042.0,44.1,0.358,12.0,0.75,1047.67
Tirunelveli,Pulses,Kharif (Jun-Oct),888.5,30.6,0.44,463.0,7687.0,53.7,0.636,12.0,1.3,267.62
Thanjavur,Tomato,Rabi (Nov-Mar),692.1,25.9,0.826,657.0,4163.0,56.0,0.497,12.0,1.74,305.72
